被试ID:130123xx,,,,,,
被试姓名:Test,,,,,,
被试性别:男,,,,,,
被试生日:2026/4/15,,,,,,
设备ID:,,,,,,
采样率:100,,,,,,
数据单位:,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Index,1,2,3,4,5,6
5536,3321339,5261803,3702664,3093960,4848236,4683090
5537,3322967,5258551,3700364,3093667,4847448,4684819
5538,3324370,5256416,3698475,3093765,4848113,4687326
5539,3325071,5254256,3695884,3094228,4848974,4690855
5540,3328778,5253091,3693777,3094935,4849613,4692559
5541,3332009,5250785,3692276,3094326,4849933,4694920
5542,3333688,5249985,3691429,3094423,4849466,4698790
5543,3333688,5247776,3691429,3094228,4849417,4698790
5544,3335316,5246538,3690194,3093887,4848482,4703147
5545,3338497,5246077,3687748,3093350,4847793,4707942
5546,3340801,5246077,3686368,3093350,4847252,4714295
5547,3341553,5244233,3685811,3092960,4847252,4722205
5548,3343807,5243505,3686077,3092619,4847203,4729386
5549,3346612,5241005,3686610,3092253,4848064,4735033
5550,3347589,5239597,3687070,3092009,4847744,4739876
5551,3352523,5238020,3687506,3091497,4847178,4744696
5552,3357458,5236152,3688015,3091911,4845136,4746229
5553,3360764,5233822,3687554,3091375,4841716,4745694
5554,3360764,5232487,3687554,3091155,4840314,4745694
5555,3361591,5230667,3687482,3090570,4839059,4746204
5556,3362718,5229332,3687409,3091497,4840314,4745158
5557,3364096,5229332,3686731,3091497,4842700,4744963
5558,3364270,5228021,3686102,3095496,4842700,4745572
5559,3366225,5226444,3686271,3102666,4846317,4746910
5560,3371510,5223920,3686804,3106738,4849835,4747957
5561,3375743,5222488,3687675,3108982,4851459,4748444
5562,3381128,5220789,3687990,3110079,4852369,4751048
5563,3387665,5217998,3687482,3111298,4852836,4752923
5564,3391372,5217125,3686852,3112786,4852935,4754626
5565,3391372,5214892,3686852,3113152,4852836,4754626
5566,3394102,5211616,3686029,3114274,4853156,4757377
5567,3400539,5209189,3685109,3114274,4853230,4758740
5568,3406401,5209189,3684359,3115639,4853230,4758521
5569,3410759,5206640,3683753,3117493,4852492,4758716
5570,3414116,5206373,3684068,3119614,4851853,4759543
5571,3417121,5204675,3684334,3120882,4850991,4759835
5572,3417847,5204262,3685206,3120956,4849761,4759932
5573,3419125,5202733,3686126,3120590,4848433,4761174
5574,3421454,5201034,3686949,3120175,4846834,4762756
5575,3423057,5199821,3686998,3119858,4845210,4762756
5576,3423057,5198146,3686998,3119395,4844201,4762756
5577,3423032,5197079,3685690,3119151,4843020,4762804
5578,3424660,5195161,3684746,3119151,4841962,4762440
5579,3427741,5195161,3685254,3119370,4841962,4759738
5580,3429595,5194142,3685448,3119639,4841347,4756671
5581,3432024,5193098,3686319,3119663,4840437,4754675
5582,3434880,5190696,3687337,3119102,4841470,4751195
5583,3435581,5189944,3688426,3118590,4842356,4748371
5584,3434354,5187104,3689564,3117981,4842823,4746083
5585,3435180,5185284,3690848,3116981,4844275,4745840
5586,3435180,5184944,3692712,3116712,4845259,4745840
5587,3435180,5184241,3692712,3116249,4846440,4743771
5588,3433903,5183658,3693826,3116249,4847523,4741507
5589,3434579,5182785,3695254,3116005,4847572,4739755
5590,3435782,5182785,3696901,3115713,4847572,4737978
5591,3436383,5181983,3699468,3115005,4848925,4734935
5592,3435130,5180673,3701502,3114347,4850229,4733767
5593,3434755,5178465,3702107,3113469,4851976,4731844
5594,3432926,5176766,3702010,3112005,4852221,4728801
5595,3431549,5174824,3701889,3110445,4852664,4725540
5596,3430922,5173586,3701090,3109421,4853009,4723057
5597,3431248,5172543,3700557,3108494,4853254,4723057
5598,3431248,5170796,3700557,3107592,4854559,4719406
5599,3429820,5169582,3700267,3107592,4855297,4715049
5600,3429995,5168660,3700291,3107348,4856650,4711860
5601,3430371,5168660,3700533,3107568,4856650,4707991
5602,3429369,5166937,3700630,3107616,4857757,4704656
5603,3428793,5165747,3700799,3106933,4857388,4702782
5604,3429369,5164631,3699734,3106616,4857339,4702490
5605,3429745,5164121,3698402,3105958,4857068,4701346
5606,3429294,5163175,3697628,3105787,4857683,4701686
5607,3430296,5161913,3697676,3105056,4858003,4701589
5608,3429419,5161185,3696925,3103934,4858150,4701589
5609,3429419,5161039,3696901,3103422,4859922,4699374
5610,3427741,5160044,3696901,3103422,4860685,4696770
5611,3426213,5159389,3697216,3102861,4860685,4695748
5612,3426138,5159389,3697845,3102349,4861865,4695187
5613,3424109,5158297,3698596,3101861,4862752,4694263
5614,3421930,5157545,3697966,3101130,4863046,4694749
5615,3423057,5156574,3696562,3100715,4863612,4695845
5616,3422982,5156210,3695351,3100203,4864301,4695285
5617,3421354,5156453,3694334,3100056,4864597,4695894
5618,3420928,5155191,3693245,3099300,4864965,4698108
5619,3421830,5155191,3692543,3098520,4864670,4698108
5620,3421830,5154414,3691066,3098520,4865113,4699130
5621,3419350,5153419,3691066,3097789,4864769,4700615
5622,3416369,5154002,3690000,3097179,4864769,4702854
5623,3413965,5154002,3689661,3097081,4865187,4703780
5624,3410258,5153128,3689395,3097130,4865113,4706701
5625,3406726,5153468,3688838,3097203,4865359,4708501
5626,3404197,5153880,3687433,3096959,4865482,4713126
5627,3402343,5153589,3686901,3097447,4865605,4715755
5628,3396858,5153686,3686658,3097520,4865753,4718554
5629,3393201,5152691,3686683,3096935,4865974,4721256
5630,3391347,5153322,3686804,3096472,4865728,4721256
5631,3391347,5153249,3686658,3096472,4866294,4720307
5632,3386613,5152861,3686658,3096350,4866270,4719990
5633,3383131,5152545,3686538,3096862,4866270,4720647
5634,3380026,5152545,3686126,3097691,4866023,4721475
5635,3377070,5152982,3685617,3098691,4865433,4720745
5636,3372862,5153443,3685714,3099617,4864474,4723276
5637,3370758,5154681,3685327,3100178,4863932,4725735
5638,3370057,5154754,3684552,3100544,4863071,4727292
5639,3370382,5155191,3683511,3100715,4862284,4729726
5640,3372311,5155143,3682324,3101056,4861054,4729726
5641,3377320,5156744,3681453,3101276,4860365,4730530
5642,3377320,5156501,3680169,3101276,4858667,4731795
5643,3379700,5157351,3680169,3102227,4858667,4731333
5644,3378823,5157909,3679467,3102812,4857659,4733548
5645,3380126,5157909,3678571,3103153,4856945,4733110
5646,3381679,5158346,3677724,3104227,4855912,4733134
5647,3382155,5159001,3676997,3104763,4855297,4734181
5648,3383557,5159802,3676247,3104519,4854608,4735081
5649,3385586,5160724,3675932,3104227,4853968,4736493
5650,3386238,5161476,3675569,3103958,4853378,4735933
5651,3386112,5161234,3675084,3104153,4853304,4735933
5652,3387340,5162229,3674455,3104153,4852689,4737174
5653,3387340,5162107,3674503,3104787,4852517,4735203
5654,3387790,5162763,3674503,3104446,4852517,4735739
5655,3387815,5163563,3674358,3103519,4851164,4734521
5656,3389393,5163563,3674019,3102983,4849958,4731966
5657,3390972,5164121,3673874,3102861,4848531,4726806
5658,3392524,5164947,3673995,3102934,4848014,4721329
5659,3398210,5164583,3673874,3103349,4847694,4715658
5660,3405023,5165699,3674334,3103105,4846858,4709914
5661,3408880,5165359,3674140,3102495,4846317,4703341
5662,3411310,5165359,3674019,3100252,4844865,4703341
5663,3413389,5166670,3673728,3100252,4843512,4697573
5664,3413389,5166282,3673172,3099154,4842282,4693240
5665,3415092,5166767,3673172,3097642,4842282,4686425
5666,3413414,5165990,3673147,3098081,4840879,4681703
5667,3413664,5165990,3673099,3099325,4840240,4678661
5668,3413414,5166767,3673220,3101300,4839748,4675861
5669,3412662,5166257,3673801,3103080,4838739,4672673
5670,3412613,5166573,3674358,3105031,4837878,4671261
5671,3415042,5166063,3674576,3106348,4836525,4668681
5672,3416620,5165917,3674091,3106568,4835541,4666052
5673,3417872,5165820,3674285,3106568,4835221,4666052
5674,3420076,5166354,3674842,3106592,4833228,4665030
5675,3420076,5166840,3675447,3107323,4833228,4664908
5676,3422757,5166282,3676295,3107787,4832982,4664933
5677,3422581,5166379,3676295,3107494,4831974,4665419
5678,3422581,5166379,3677360,3106836,4830817,4666418
5679,3424360,5166718,3677917,3105056,4828849,4667367
5680,3422757,5166937,3677675,3103056,4826635,4667026
5681,3422131,5166452,3677021,3100471,4824568,4667805
5682,3422055,5167568,3676707,3097789,4820902,4668316
5683,3422356,5166500,3676028,3094082,4820115,4668316
5684,3421229,5166136,3675811,3094082,4817876,4668316
5685,3422431,5165481,3676295,3089912,4816474,4669630
5686,3422431,5164340,3676150,3085888,4816474,4672089
5687,3423608,5163758,3676222,3082864,4814161,4674644
5688,3424184,5163224,3676222,3081742,4811726,4677492
5689,3424109,5163224,3676295,3080913,4809782,4681849
5690,3425437,5163127,3677191,3079816,4807691,4684843
5691,3423007,5162593,3677917,3080645,4805378,4686182
5692,3419350,5161792,3678692,3082645,4802967,4687034
5693,3417622,5160651,3679152,3083791,4801048,4686620
5694,3414090,5159341,3677917,3083937,4799548,4686620
5695,3408104,5157739,3676392,3083937,4798859,4684283
5696,3404672,5155676,3675326,3083449,4797161,4683382
5697,3404672,5152036,3674382,3083571,4797161,4682871
5698,3400665,5148760,3674043,3084132,4796767,4682263
5699,3396507,5147037,3674043,3086181,4794996,4682530
5700,3393902,5147037,3674189,3087302,4793864,4682993
5701,3392299,5145604,3674503,3087766,4792880,4682774
5702,3388116,5145920,3674237,3086863,4792290,4681703
5703,3382831,5146139,3673849,3084230,4791404,4681654
5704,3379374,5146260,3672833,3085034,4791158,4682798
5705,3376193,5145629,3673438,3085034,4790691,4682798
5706,3371835,5144998,3676222,3090131,4790666,4681679
5707,3369731,5143566,3678135,3096886,4790666,4681605
5708,3369731,5140581,3678983,3103422,4790814,4683236
5709,3368353,5139610,3680871,3106251,4790445,4687155
5710,3364872,5135023,3680871,3105373,4789780,4692072
5711,3362417,5135023,3682881,3100983,4789854,4697914
5712,3359988,5130874,3685496,3094057,4790002,4701346
5713,3356531,5125389,3687773,3085351,4790248,4702733
5714,3351321,5119710,3690727,3076792,4789977,4705070
5715,3347113,5116167,3694141,3071403,4788870,4707552
5716,3343331,5114662,3696804,3071403,4788255,4707552
5717,3337871,5114492,3698766,3069281,4787419,4709573
5718,3333863,5116725,3703197,3070037,4787419,4712469
5719,3333863,5118715,3707579,3071086,4786287,4712640
5720,3331935,5120923,3705521,3070525,4785598,4711301
5721,3329355,5122913,3705521,3070403,4785131,4709597
5722,3325823,5122913,3703826,3070525,4784171,4708404
5723,3324495,5125122,3702591,3069159,4784663,4708331
5724,3323243,5129175,3702155,3067281,4783458,4707771
5725,3321490,5132912,3701114,3066257,4783310,4709135
5726,3320388,5137353,3699443,3066257,4783039,4709135
5727,3320513,5141867,3698305,3067818,4782473,4708258
5728,3317256,5147546,3697991,3072842,4781366,4712640
5729,3316680,5151502,3698402,3078816,4781366,4710352
5730,3316680,5155361,3697894,3086986,4780628,4711739
5731,3315629,5158225,3698087,3095740,4779521,4710327
5732,3313274,5161161,3698087,3103056,4779128,4710303
5733,3310068,5161161,3698354,3108762,4779152,4710765
5734,3309767,5164898,3698354,3112811,4779029,4711422
5735,3309191,5168175,3697628,3116785,4778857,4710668
5736,3304833,5171402,3696925,3120492,4779226,4709402
5737,3303055,5175455,3695618,3120492,4778414,4709402
5738,3299974,5178100,3694383,3123394,4777823,4708940
5739,3292234,5181328,3693632,3125711,4777823,4707674
5740,3286674,5183197,3693511,3126686,4776397,4703974
5741,3286674,5185114,3693075,3127711,4775019,4701321
5742,3283843,5186740,3692349,3128223,4774600,4697110
5743,3281088,5187856,3692349,3128174,4774059,4693703
5744,3278458,5187856,3693027,3128808,4773075,4695553
5745,3277882,5189604,3694165,3128564,4772017,4697378
5746,3278082,5190866,3696053,3126930,4771648,4700396
5747,3280938,5192856,3697046,3125881,4770861,4703536
5748,3284695,5194215,3697676,3125881,4770762,4703536
5749,3290155,5195404,3697845,3125419,4772337,4705629
5750,3290882,5196157,3697676,3126126,4772337,4705483
5751,3291658,5196885,3697434,3126589,4774625,4702173
5752,3291658,5196957,3696610,3128052,4776249,4701589
5753,3298972,5196957,3696320,3128979,4776520,4700104
5754,3306712,5196132,3695351,3129198,4776667,4699447
5755,3312372,5196132,3695351,3129003,4776421,4700737
5756,3315378,5195792,3694722,3128345,4776569,4702952
5757,3312748,5195526,3696053,3126759,4776101,4705654
5758,3306461,5195817,3695521,3126759,4774502,4705751
5759,3299698,5196108,3696102,3125272,4773370,4705751
5760,3292635,5194967,3695763,3124248,4771230,4708745
5761,3287024,5194191,3694262,3124248,4771230,4710692
5762,3283593,5193026,3692858,3123662,4769508,4711934
5763,3283593,5190939,3691356,3124199,4767392,4713467
5764,3282566,5190744,3690533,3124906,4766432,4715074
5765,3279836,5190672,3690944,3126077,4765793,4717726
5766,3282691,5190672,3690944,3128149,4764809,4724298
5767,3284545,5191691,3691404,3131003,4763849,4732866
5768,3285095,5191909,3691840,3131808,4762398,4741872
5769,3292034,5192710,3690727,3131808,4761118,4748152
5770,3303430,5192929,3689976,3130978,4759298,4748152
5771,3313825,5193123,3689395,3128905,4759298,4748615
5772,3326399,5192007,3688039,3127150,4757846,4745645
5773,3337194,5191375,3686126,3127296,4757158,4739609
5774,3337194,5190696,3686198,3129101,4756739,4731308
5775,3343456,5189288,3686828,3131637,4755706,4722522
5776,3345686,5188075,3685787,3134368,4754451,4715049
5777,3351521,5188075,3685787,3138026,4753147,4709378
5778,3356581,5188512,3684504,3141367,4752827,4706433
5779,3358710,5188366,3682034,3141367,4753467,4702903
5780,3359412,5188002,3678813,3143732,4753221,4702903
5781,3360338,5186934,3677046,3144903,4753246,4701930
5782,3362142,5186449,3677263,3144708,4753246,4701589
5783,3360639,5185502,3678305,3144708,4752286,4701297
5784,3358084,5184726,3679055,3144513,4750982,4704267
5785,3358084,5183294,3679370,3144513,4749924,4709889
5786,3354577,5181037,3680823,3145391,4748670,4716339
5787,3353625,5179411,3682712,3146171,4748965,4722011
5788,3353676,5179411,3682712,3146659,4748448,4728217
5789,3355805,5179193,3685787,3147049,4747981,4733815
5790,3359061,5177737,3690146,3147049,4746505,4736955
5791,3365022,5177324,3695473,3147927,4742248,4736955
5792,3373539,5175455,3700001,3148878,4738115,4737077
5793,3385085,5174169,3705328,3149048,4738115,4737369
5794,3394779,5172227,3713778,3147829,4734105,4735105
5795,3403470,5171402,3716103,3145342,4730341,4732331
5796,3403470,5171912,3715449,3141732,4730267,4730213
5797,3412112,5170626,3717556,3136538,4730931,4726635
5798,3420427,5170383,3720849,3129418,4735040,4721402
5799,3427691,5170383,3720849,3119224,4739517,4717483
5800,3436383,5170141,3723536,3108714,4746873,4713735
5801,3442845,5168708,3727314,3108714,4754205,4711081
5802,3448105,5168538,3730994,3098520,4764243,4711081
5803,3454993,5167422,3735982,3089083,4778930,4710497
5804,3463259,5167810,3740099,3078011,4778930,4711374
5805,3470172,5167908,3739784,3066672,4800753,4713297
5806,3478037,5168854,3738355,3058063,4821296,4713905
5807,3478037,5169315,3740123,3055991,4836894,4716266
5808,3485576,5171135,3742762,3059405,4849048,4718919
5809,3493240,5171548,3745571,3064623,4858913,4721256
5810,3496146,5171548,3745571,3068818,4866663,4724323
5811,3502308,5172446,3748235,3068818,4873552,4727292
5812,3506340,5173004,3751092,3070110,4880071,4729921
5813,3508469,5174145,3751915,3068891,4886665,4729921
5814,3508369,5173611,3752569,3065647,4886665,4733718
5815,3507993,5171087,3753659,3062038,4891635,4739195
5816,3502859,5169097,3754966,3057892,4893849,4745864
5817,3496096,5166306,3757267,3054039,4891364,4752777
5818,3496096,5164194,3759325,3049772,4883639,4760322
5819,3485626,5162957,3761068,3045065,4872961,4768403
5820,3475156,5161112,3762787,3044090,4863293,4774634
5821,3465964,5160166,3765475,3045187,4852394,4781571
5822,3462708,5160166,3765475,3045187,4844152,4791770
5823,3457873,5160506,3769325,3047601,4837288,4791770
5824,3450485,5158831,3773175,3053869,4832466,4799875
5825,3445450,5159025,3774822,3060868,4832466,4806033
5826,3443145,5159268,3774676,3066330,4827988,4813335
5827,3440365,5160797,3773224,3069964,4822649,4818495
5828,3439513,5162302,3768986,3073061,4819648,4821562
5829,3439513,5161331,3762933,3076743,4816326,4823826
5830,3439088,5159972,3759421,3082084,4813841,4822536
5831,3439489,5158928,3756685,3087619,4811701,4821051
5832,3440866,5157957,3754119,3087619,4811012,4821027
5833,3445600,5157957,3754119,3091741,4811258,4820369
5834,3450384,5158103,3747629,3093618,4812587,4820369
5835,3453615,5158758,3739154,3095155,4813768,4819420
5836,3457222,5158880,3731648,3097691,4813768,4818763
5837,3459551,5160093,3725231,3098910,4815416,4819372
5838,3458625,5160676,3720510,3099374,4816671,4820832
5839,3454442,5162544,3717628,3099495,4817631,4820905
5840,3454442,5163855,3716345,3099910,4818418,4821805
5841,3453264,5166282,3715764,3099057,4818959,4821684
5842,3452363,5167373,3717919,3098154,4819476,4820832
5843,3450610,5168490,3720679,3098154,4819476,4820540
5844,3451211,5168490,3720679,3097838,4820164,4818909
5845,3450209,5168393,3724626,3098496,4819845,4818909
5846,3446777,5166039,3730897,3099008,4819845,4815015
5847,3443822,5164194,3737847,3099935,4820386,4810633
5848,3441367,5162035,3743925,3100642,4820435,4806495
5849,3435831,5157715,3750801,3100471,4819820,4802528
5850,3429369,5153395,3756007,3100178,4819476,4798779
5851,3429369,5150434,3752835,3100154,4818984,4796954
5852,3424660,5149269,3746758,3100861,4817507,4795761
5853,3420803,5146527,3744215,3100861,4815957,4793352
5854,3414892,5144391,3746709,3102958,4813202,4792208
5855,3411335,5144391,3746709,3106568,4811947,4792524
5856,3410008,5142255,3751576,3111152,4810102,4792524
5857,3402318,5140629,3754191,3116688,4810102,4791259
